objectid,gmrap_id,coded_id,tract_name,name,name_other,name_group,includes,sitestatus,country,state_prov,latitude,longitude,dep_type,dep_subtype,age_ma,age_method,age_range,age_ref,comm_major,comm_minor,comm_trace,tonnage_mt,cu_pct,mo_pct,au_g_t,ag_g_t,con_cu_t,au_mo,comments,minerals,assd_rock,dev_status,ref_list,setting,study_area,short_ref,strat_age
2168,3362,003pCu3009x,"Tertiary Central Plateau and Rocky Mountains","Paradise Basin",,,,prospect,"United States",Colorado,38.990736572,-107.060376599,"Porphyry copper",NA,-9999,"Geologic inference",Tertiary,"geologic inference",Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Explored in 1960s.",,"quartz monzonite",Prospect,"Steve Ludington (written commun., 2014)",postconvergence,"United States","U.S. Geological Survey National Mineral Resource Assessment Team (2002)",Tertiary
2169,33,003pCu9013,"Great Basin Tertiary","Park Premier",,,,prospect,"United States",Utah,40.625,-111.379722222,"Porphyry copper",NA,33,unknown,"35–31 Ma","Singer and others (2008)",Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"0.2% Cu, 0.01% Mo, 0.1 to 0.6 g/t Au.","actinolite, albite, alunite, augite, biotite, chalcopyrite, chlorite, epidote, kaolinite/illite/dickite, limonite, magnetite, molybdenite, montmorillonite, pyrite, pyrophyllite, sericite","breccia, andesite porphyry, dacite porphyry, granodiorite porphyry, hornfels, skarn, andesite, calcareous siltstone, limestone, sandstone, rhyodacite, shale, volcaniclastic sedimentary rocks",Occurrence,"Ballantyne and others (1996); Bromfield and others (1977); John (1989a); John (1989b); Singer and others (2008)",postconvergence,"United States","U.S. Geological Survey National Mineral Resource Assessment Team (2002)",Eocene–Oligocene
2170,3399,003pCu5004,"Western Alaska Range",Pass,,,,prospect,"United States",Alaska,60.38,-154.47,"Porphyry copper",NA,56.2,K-Ar,"62.7–56.2 Ma (Inferred from age of associated rocks.)","Eakins and others (1978)","Cu, Pb","Ag, Mo, Sb, Zn",,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Iron-staining, silicification, and propylization of dacite. Up to 470 g/t Ag, 3000 ppm Cu, 1500 ppm Pb, and 3600 ppm Zn. No reserves.","argentiferous tetrahedrite (?), chalcopyrite, galena, molybdenite, pyrite, pyrrhotite",,Prospect,"U.S. Geological Survey (2014a); Nelson and others (1985); Eakins and others (1978)","continental margin","United States","U.S. Geological Survey National Mineral Resource Assessment Team (2002)",Paleocene
2171,4,003pCu5004,"Western Alaska Range",Pebble,"Pebble Copper, Pebble Beach",,,deposit,"United States",Alaska,59.898333333,-155.295555556,"Porphyry copper",NA,90.4,"Re-Os molybdenite","90.4 ±0.6 Ma to 89.5 ±0.3 Ma","Lang and others (2013)","Ag, Au, Cu, Mo","As, Pb, Sb, Te, Zn",,7510,0.416,0.024,0.33,-9999,31200000,14,"Pebble is a giant, classic calc-alkalic porphyry copper-gold-molybdenum deposit. It is composed of the East and West zones which represent two coeval hydrothermal centers within a single system. The West zone extends from surface to ~500-m depth and is centered on four small granodiorite plutons emplaced into flysch, diorite, and granodiorite sills, and alkalic intrusions and breccias. The much higher grade East zone extends to at least 1,700-m depth and is hosted by a larger granodiorite pluton and adjacent granodiorite sills and flysch. The granodiorite plutons merge with depth. On the east side of the deposit, high-grade mineralization has been dropped 600 to 900 m into the NE-trending East graben, where the deposit remains undelineated to the east and to depth.The large size and high hypogene grades of the Pebble deposit may reflect a combination of multiple stages of metal introduction with vertically restricted, lateral fluid flow induced by hornfels aquitards in flysch (Lang and others, 2013). Pebble contains the largest gold resource of any known porphyry. Molybdenite at Pebble is enriched in rhenium (averaging 906 ppm); pyrite in pyrophyllite alteration zones contains up to 3 ppm palladium. The mineralization was accompanied by several types of alteration (prehydrothermal hornfels, deep sodic-calcic, potassic, sodic-potassic, illite, advanced argillic, qsp halo, propylitic). As of November, 2010, the resources of the Pebble prospect had been calculated at 4 levels of copper-equivalent cut-off (CuEQ) (Ghaffari and others, 2011; Pebble Partnership, 2010). The measured and indicated mineral resources at the lowest report cutoff grade (0.3% CuEQ) are reported as 5,942 Mt at 0.42% Cu, 0.35 g/t Au, and 250 ppm Mo. In addition, inferred mineral resources (same cutoff) are reported as 4,835 Mt at 0.24% Cu, 0. 26 g/t Au, and 215 ppm Mo.","anhydrite, apatite, biotite, bornite, chalcocite/digenite, chalcopyrite, chlorite, covellite, epidote, galena, gold, magnetite, molybdenite, pyrite, sericite, siderite, sphalerite","breccia, diorite, diorite porphyry, granodiorite porphyry, latite, pyroxenite, rhyolite, andesite, basalt, conglomerate, granodiorite, graywacke, mudstone, siltstone, tonalite",Prospect,"Anglo American PLC (2007); Bouley and others (1995); Bundtzen and others (1993); Lang and others (2007); Lang and others (2013); Nokleberg and others (1987); Northern Dynasty Minerals Ltd. ( 2007); Schrader and others (2001); Young and others (1997); Singer and others (2008)","continental margin","United States","U.S. Geological Survey National Mineral Resource Assessment Team (2002)","Late Cretaceous"
2172,3381,003pCu5003,"Yukon-Tanana Upland",Peternie,,,,prospect,"United States",Alaska,63.61,-142.99,"Porphyry copper",NA,102.8,"Ar-Ar potassium feldspar","102.8 ±0.5 Ma","Newberry and others (1998)","Cu, Mo, Zn",,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Disseminated sulfide minerals in altered and leached quartz monzonite and latite porphyry. Pervasive hydrothermal alteration, evidenced by potassic, propylitic, and phyllic alteration in core. Extensive drilling and prospecting in the 1970s, as well as airborne magnetometer studies. Soil sampling in the early 1980s.","chalcopyrite, molybdenite, pyrite",,Prospect,"U.S. Geological Survey (2014a); Doyon Ltd. (1998); Newberry and others (1998)","continental margin","United States","U.S. Geological Survey National Mineral Resource Assessment Team (2002)","Early Cretaceous"
2173,3382,003pCu5003,"Yukon-Tanana Upland","Pika Canyon",,,,prospect,"United States",Alaska,63.83,-141.41,"Porphyry copper",NA,-9999,"Geologic inference",Tertiary(?),"geologic inference",Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"The geology at Pika Canyon consists of three main units: Precambrian- or early Paleozoic-age gneiss and schist, Paleozoic-age phyllite and schist, and Tertiary-age mafic to felsic volcanic rocks. Many NE-trending faults as well as intense folding dominate the area. The alteration at Pika Canyon is patchy and somewhat irregular, but generally occurs in somewhat concentric zones of potassic, phyllic, and propylitic alteration; during 19741976, soil, rock chip, and stream-sediment sampling were conducted on the prospect, as well as a ground magnetic survey on a 200- by 500-ft grid (Gill, 1977).","chalcopyrite, malachite, pyrite, sphalerite (?)",,Prospect,"U.S. Geological Survey (2014a); Gill (1977)","continental margin","United States","U.S. Geological Survey National Mineral Resource Assessment Team (2002)",Tertiary(?)
2174,57,003pCu3007x,"Western Sierra Madre Occidental and Laramide Central","Pine Flat",,,,deposit,"United States",Arizona,34.368888889,-112.351944444,"Porphyry copper",NA,-9999,"not dated",,,Cu,,,25,0.36,0.008,0.17,4,90000,20,Exposed.,"azurite/malachite, barite, biotite, bornite, carbonate, chalcocite/digenite, chalcopyrite, chlorite, cuprite/tenorite, epidote, galena, goethite/limonite, hematite/specularite, kaolinite, magnetite, molybdenite, montmorillonite, pyrite, sericite, sphalerite, zeolite","alaskite, andesite, aplite, breccia, dacite porphyry, quartz monzonite porphyry, gneiss, schist",Occurrence,"Spatz (1995); Singer and others (2008)","continental margin","United States","U.S. Geological Survey National Mineral Resource Assessment Team (2002)",
2176,66,003pCu3007x,"Western Sierra Madre Occidental and Laramide Central","Poston Butte",Florence,,,deposit,"United States",Arizona,33.037685528,-111.429555982,"Porphyry copper",NA,62,unknown,"62 Ma","Singer and others (2008)",Cu,,,726,0.38,-9999,-9999,-9999,2800000,-9999,"100% covered.","adularia, allophane, azurite, biotite, bornite, brochantite, chalcocite, chalcopyrite, chlorite, chrysocolla, copper, covellite, cuprite, epidote, galena, halloysite, kaolinite/illite, limonite, magnetite, molybdenite, montmorillonite, pyrite, rutile, sericite, shattuckite, siderite, sphalerite, zeolite","aplite, diabase dike, granodiorite porphyry, quartz monzonite porphyry, conglomerate, gypsum, sandstone, schist, siltstone, andesite, basalt, granite, latite, quartz monzonite",Occurrence,"Gilmour (1982); Nason and others (1982); Niemuth (1994); Singer and others (2008)","continental margin","United States","U.S. Geological Survey National Mineral Resource Assessment Team (2002)",Paleocene
2177,3383,003pCu5003,"Yukon-Tanana Upland","Ptarmigan Creek",,,,prospect,"United States",Alaska,63.8029,-146.5229,"Porphyry copper",NA,-9999,"Geologic inference","Cretaceous (Inferred from age of granodiorite.)","geologic inference",Mo,Au,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"The Ptarmigan Creek prospects are mainly in Cretaceous-age granodiorite near the contact of the intrusion with schist and slate. Mineralization is in a zone about one mile long along Ptarmigan Creek. Sparse molybdenite occurs in quartz veins scattered through the granodiorite; in places, the veins are numerous enough to form a stockwork in the granodiorite; individual veins are a few inches to more than 2 ft in thickness. The molybdenite deposit was discovered in 1914 by Frank Gillespie, who explored it between 1914 and 1918; he drove drifts as much as 30 ft long. The prospect was active again from 1937 to 1940. One adit.",molybdenite,,Prospect,"U.S. Geological Survey (2014a); Joesting (1942)","continental margin","United States","U.S. Geological Survey National Mineral Resource Assessment Team (2002)",Cretaceous
2178,3384,003pCu5003,"Yukon-Tanana Upland",Pushbush,"Push Bush",,,prospect,"United States",Alaska,63.52,-141.32,"Porphyry copper",NA,56,"K-Ar biotite","56 ±2 Ma","Sinclair (1986); Newberry and others (1998)","Cu, Mo",,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Disseminated pyrite, chalcopyrite, and molybdenite in Tertiary-age mafic and felsic volcanic rocks, biotite gneiss, and schist; the schist is likely Paleozoic and (or) Precambrian in age, and has undergone amphibolite facies metamorphism. Trenches, and two drill holes.","chalcopyrite, molybdenite, pyrite",,Prospect,"U.S. Geological Survey (2014a); Singer and others (1976); Sinclair (1986); Newberry and others (1998)","continental margin","United States","U.S. Geological Survey National Mineral Resource Assessment Team (2002)",Paleocene–Eocene
2179,7,003pCu5006,"Alaska Peninsula and Aleutian Islands",Pyramid,,,,deposit,"United States",Alaska,55.6298,-160.6753,"Porphyry copper",NA,6.4,"Re-Os molybdenite","6.4 Ma","Singer and others (2008); Wilkins (2011)","Cu, Mo","Ag, Au, Pb, Sb, Zn",,159,0.372,0.018,0.05,-9999,591000,3,"Associated with a quartz diorite pluton that cuts Paleocene- to Eocene-age sedimentary rock of the Tolstoy Formation; the stock and Mo mineralization have been dated at 6 million years (Wilson and others, 1996; Wilkins, 2011). The alteration consists of a barren, potassically-altered core zone, an intermediate zone characterized by pervasive quartz and sericite, and a propylitic outer zone. In 1975, the resource was estimated to be 126 million tons with a grade of 0.403 percent copper and 0.025percent molybdenum; there was said to be potential for an additional 49 million tons of chalcocite-enriched ore. In 2013, the resource was estimated to be 173 million metric tons with a grade of 0.088 g/t Au, 0.35% copper, and 0.02% molybdenum (based on 49 drill holes totaling 9,177 m).","apatite, biotite, chalcocite, chalcopyrite, chlorite, chrysocolla, covellite, cuprite, epidote, fluorite, goethite/limonite, hematite, kaolinite, magnetite, molybdenite, pyrite, rhodochrosite, rutile, sericite","dacite porphyry, hornfels, quartz diorite porphyry, andesite, carbonaceous shale, sandstone, volcaniclastic sedimentary rocks",Prospect,"U.S. Geological Survey (2014a); Wilkins (2011); Wilson and others (1996); Farrow and Arseneau (2013); Nokleberg and others (1987); Young and others (1997); Singer and others (2008)",mixed,"United States","U.S. Geological Survey National Mineral Resource Assessment Team (2002)",Miocene
2180,3385,003pCu5003,"Yukon-Tanana Upland",Quartz-Porphyry,,,,prospect,"United States",Alaska,64.2262,-143.8916,"Porphyry copper",NA,105.8,"Ar-Ar biotite","105.8 ±0.4 Ma (Inferred from age of Mount Harper granite.)","Newberry and others (1998)",Mo,"Cu, W",,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Several quartz porphyry dikes intrude a quartz-monzonite pluton and gneiss southeast of VABM Good in the headwaters of the Healy River; well-developed porphyry-style alteration and mineralization in and peripheral to felsic dikes. Molybdenite in a quartz vein on the southern slope of Mount Harper was first reported in 1919. Anomalous tungsten, copper, and molybdenum values were found during a stream-sediment reconnaissance in the Mount Harper area in 1975.","chalcopyrite, magnetite, molybdenite, pyrite",,Prospect,"U.S. Geological Survey (2014a); Dashevsky and others (1986); Newberry and others (1998)","continental margin","United States","U.S. Geological Survey National Mineral Resource Assessment Team (2002)","Early Cretaceous"
2181,3313,003pCu9004,"Northern Rocky Mountains",Radersburg,,,,prospect,"United States",Montana,46.183632145,-111.657380034,"Porphyry copper",NA,-9999,"not dated",,,Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,Occurrence,"Tysdal and others (1996)","continental margin","United States","U.S. Geological Survey National Mineral Resource Assessment Team (2002)",
2182,68,003pCu3007x,"Western Sierra Madre Occidental and Laramide Central",Ray,,,,deposit,"United States",Arizona,33.163611111,-110.983055556,"Porphyry copper",NA,69,unknown,"69 Ma","Singer and others (2008)",Cu,,,1583,0.68,0.001,-9999,-9999,11000000,-9999,Exposed.,"azurite/malachite, biotite, bornite, chalcocite, chalcopyrite, chlorite, chrysocolla, copper, covellite, cuprite, Cu-Mn wad, dioptase, epidote, galena, goethite/limonite, halloysite, hematite/specularite, jarosite, kaolinite, libethenite, magnetite, molybdenite, montmorillonite, silver, pyrite, sericite, sphalerite","breccia, quartz monzonite porphyry, andesite, basalt, dacite, dacite welded tuff, diorite, limestone, quartz diorite porphyry, quartzite, rhyolite tuff, conglomerate, diabase, diorite porphyry, quartz diorite, quartz monzonite, schist, shale, tuff",Producer,"Banks and others (1972); Bouse and others (1999); Cornwall (1982); Gambell (1978); McKee and Koski (1981); Metz and Rose (1966); Niemuth (1994); Singer and others (2008)","continental margin","United States","U.S. Geological Survey National Mineral Resource Assessment Team (2002)","Late Cretaceous"
2183,70,003pCu3007x,"Western Sierra Madre Occidental and Laramide Central","Red Hills",,,,deposit,"United States",Arizona,33.036111111,-111.216111111,"Porphyry copper",NA,65,unknown,"70–60 Ma","Singer and others (2008)",Cu,,,453.5,0.1,-9999,-9999,-9999,500000,-9999,,"chalcopyrite, hematite, pyrite, sericite","rhyodacite porphyry, diabase, granite, schist",Occurrence,"Keith and others (1984); Williams and Forrester (1995); Singer and others (2008)","continental margin","United States","U.S. Geological Survey National Mineral Resource Assessment Team (2002)","Late Cretaceous–Paleocene"
2184,48,003pCu9007,"Sierran Arc","Red Hills",,,,prospect,"United States",Nevada,38.616666667,-118.433333333,"Porphyry copper",NA,105,unknown,"105 Ma","Singer and others (2008)",Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,"chalcopyrite, pyrite","diorite porphyry, limestone, rhyolite, tuffaceous sandstone, tuff",Occurrence,"Ross (1962); Wendt and Albino (1992); Singer and others (2008)",mixed,"United States","U.S. Geological Survey National Mineral Resource Assessment Team (2002)",Cretaceous(?)
